rank	no	word	ph	pos	def	freq	years	yearList	topForms
4004		agony	'ægәni	n.	极度的痛苦	0	0		
4005		agro-scientifc		adj.	农业科学的	0	0		agro-scientifc:0
4006		Ahmed Aziz			艾哈迈德•阿齐兹	0	0		ahmed aziz:0
4007		AIDS	eɪdz	n.	艾滋病	0	0		
4008		airmail	ˈeəmeɪl	n.	航空邮件	0	0		
4009		airspace	ˈeəspeɪs	n.	领空,（某国的）空域	0	0		
4010		Aisha			艾莎	0	0		
4011		ajustment		n.	调节，调整	0	0		
4012		Akira Nagata			永田明	0	0		akira nagata:0
4013		Alan Turing			艾伦•图灵（英国数学家）	0	0		alan turing:0
4014		alarmed		adj.	担心的；害怕的	0	0		
4015		alarming	ә'lɑ:miŋ	adj./v.	令人担忧的；使人惊恐的； 使惊恐（alarm的ing形式）	0	0		
4016		Albania	æl'beiniә		阿尔巴尼亚（国家名）	0	0		
4017		Albany	'ɒ:lbәni		奥尔巴尼	0	0		
4018		Albert Einstein			阿尔伯特·爱因斯坦	0	0		albert einstein:0
4019		Alberta		n.	亚伯达（加拿大西部的一个省）	0	0		
4020		Alexander Fleming			亚历山大·弗莱明	0	0		alexander fleming:0
4021		Alexander Graham			亚历山大•格雷厄姆•贝尔	0	0		alexander graham:0
4022		algebra	ˈældʒɪbrə	n.	代数	0	0		
4023		alien	'eiljәn	n./adj./vt.	外国人，外侨；外星人； 外国的；相异的，性质不同的；不相容的； 让渡，转让	0	0		
4024		all in all			总而言之	0	0		all in all:0
4025		all the best			（口语）（祝你）一切顺利	0	0		all the best:0
4026		alleviate	ә'li:vieit	vt.	减轻；缓解	0	0		
4027		alley	ˈælɪ	n.	小巷，胡同	0	0		
4028		almighty	ɒ:l'maiti	adj.	全能的，有无限权力的	0	0		
4029		Alps	ælps	n.	阿尔卑斯山	0	0		
4030		aluminium	æljʊˈmɪnɪəm	n.	（化）铝	0	0		
4031		amateur	ˈæmətə(r)	adj.	业余爱好的	0	0		
4032		amazement	ә'meizmәnt	n.	惊讶；惊愕	0	0		
4033		ambassadress	æmˈbæsədres	n.	大使夫人；女大使	0	0		
4034		amber	'æmbә	n.	琥珀色；琥珀	0	0		
4035		amongst	ә'mʌŋst	prep.	在……中间，在……之中	0	0		
4036		amphibian	æm'fibiәn	n.	两栖动物	0	0		
4037		amphibious	æm'fibiәs	adj.	两栖（类）的	0	0		
4038		Amsterdam	.æmstә'dæm	n.	阿姆斯特丹（荷兰首都）	0	0		
4039		amusement	əˈmjuːzmənt	n.	娱乐	0	0		
4040		amusing	ә'mju:ziŋ	adj.	好笑的；有趣的	0	0		
4041		analyse	'ænәlaiz	vt.	分析；分解；细察	0	0		
4042		analyse (NAmE also analyze)		vt.	分析	0	0		analyse (name also analyze):0
4043		analyses		n.	分析；解析；分解；梗概（analysis的复数形式）	0	0		
4044		ANC			非国大；非洲人国民大会；非洲民族会议（African National Congress）	0	0		
4045		Andrew Hallidie			安德鲁•海利迪	0	0		andrew hallidie:0
4046		android	'ændrɒid	n.	机器人	0	0		
4047		anecdote	ˈænɪkdəʊt	n.	逸事，趣闻	0	0		
4048		Angel Island			天使岛	0	0		angel island:0
4049		Anglo-Saxon	'æŋ^lәu'sæksәn	n.	盎格鲁-撒克逊	0	0		anglo-saxon:0
4050		animation	.æni'meiʃәn	n.	（电脑、录像）动画制作； 动画片	0	0		
4051		Anna Petrov			安娜•帕特罗夫（女名）	0	0		anna petrov:0
4052		announcer	ә'naunsә	n.	广播员；告知者；报幕员	0	0		
4053		antelope	'æntilәup	n.	羚羊；羚羊皮革	0	0		
4054		anti-black	,æntɪ'blæk	adj.	反黑人的	0	0		anti-black:0
4055		anti-venom		n.	抗毒	0	0		anti-venom:0
4056		anticipate	æn'tisipeit	vt.	预料；预见；期望	0	0		
4057		anticipation	æn.tisi'peiʃәn	n.	预期，预想，期待	0	0		
4058		apologise	ә'pɔlәdʒaiz	vi.	道歉（等于apologize）	0	0		
4059		appendix	əˈpendɪks	n.	附录，阑尾	0	0		
4060		applaud	əˈplɔːd	v. n.	/ n. 鼓掌,赞许,赞赏	0	0		
4061		appliance	ә'plaiәns	n.	电器；器具	0	0		
4062		apply for		v.	寻求；申请	0	0		apply for:0
4063		approval	ә'pru:vl	n.	赞成, 承认, 批准	0	0		
4064		approximate	ә'prɒksimәt	adj.	近似的，大概的	0	0		
4065		apron	ˈeɪprən	n.	（机场的）停机坪	0	0		
4066		aptitude	'æptitju:d	n.	天资；自然倾向；适宜	0	0		
4067		aquarium	ә'kwєәriәm	n.	（pl. aquariums or aquaria） 水族馆；水族玻璃槽；养鱼缸	0	0		
4068		arbitrary	ˈɑːbɪtrərɪ; (US) ˈɑːrbɪtrerɪ	adj.	随心所欲的，独裁的，专断的	0	0		
4069		arch	ɑːtʃ	n.	拱，拱门	0	0		
4070		archaeological	.ɑ:kiә'lɒdʒikl	adj.	考古学的；与考古学有关的 (<美>archeological)	0	0		
4071		archaeologist	.ɑ:ki'ɒlәdʒist	n.	考古学家	0	0		
4072		archaeology	.ɑ:ki'ɒlәdʒi	n.	考古学(<美>archeology)	0	0		
4073		arched	ɑ:tʃt	adj.	拱形的；弓形的	0	0		
4074		archery	'ɑ:tʃәri	n.	箭术	0	0		
4075		Aristotle	'æristɒtl		亚里士多德（古希腊哲学家）	0	0		
4076		armchair	ɑːmˈtʃeə(r)	n.	扶手椅	0	0		
4077		Armstrong	'ɑ:mstrɔŋ		阿姆斯特朗（姓）	0	0		
4078		arrest	əˈrest	v.	逮捕，拘留	0	0		
4079		arrogant	'ærәɡәnt	adj.	傲慢的，自大的	0	0		
4080		arrow	ˈærəʊ	n.	箭；箭头	0	0		
4081		arrowhead	'ærәuhed	n.	箭头	0	0		
4082		artemisinin		n.	青蒿素	0	0		
4083		Arthur	'ɑ:θә		亚瑟	0	0		
4084		Arthur Conan Doyle			亚瑟.柯南道尔（1859-1930，英国医师、小说家、推理小说家，创造了私人侦探福尔摩斯的形象）	0	0		arthur conan doyle:0
4085		as far as I am concerned			就我而言；依我看来	0	0		as far as i am concerned:0
4086		as far as I know			据我所知	0	0		as far as i know:0
4087		as far as one is concerned			就……而言	0	0		as far as one is concerned:0
4088		ash	æʃ	n.	灰； 灰末	0	0		
4089		Ashrita Furman			阿什里塔.弗曼	0	0		ashrita furman:0
4090		assemble	ә'sembl	vt./vi.	集合，聚集；装配；收集； 集合，聚集	0	0		
4091		assign	ә'sain	vt.	分派；布置；分配	0	0		
4092		astrolabe	'æstrәleib	n.	古代的天体观测仪，星盘	0	0		
4093		astronomer	əˈstrɔnəmə(r)	n.	天文学家	0	0		
4094		astronomy	əˈstrɔnəmɪ	n.	天文学	0	0		
4095		Aswan Dam		n.	【地,旅】阿斯旺大坝	0	0		aswan dam:0
4096		at an end			结束；终结	0	0		at an end:0
4097		at dusk			在黄昏时刻	0	0		at dusk:0
4098		at ease			舒适；快活；自由自在	0	0		at ease:0
4099		at first hand			na. 直接	0	0		at first hand:0
4100		at length			详细地；最后	0	0		at length:0
4101		at the crack of dawn			黎明，大清早	0	0		at the crack of dawn:0
4102		at the mercy of			受……支配	0	0		at the mercy of:0
4103		at war			处于交战状态	0	0		at war:0
4104		Athens	'æθәns	n.	雅典（希腊首都）	0	0		
4105		athletics	æθˈletɪks	n.	田径	0	0		
4106		Atlanta	әt'læntә	n.	亚特兰大（女名；城市名）	0	0		
4107		attach…to			认为有（重要性、意义）；附上；连接	0	0		
4108		attend to			na. 照料(工作)	0	0		attend to:0
4109		attentively	əˈtentivli	adv.	注意地	0	0		
4110		Atticus			阿提斯库	0	0		
4111		Auckland	ɒ:klәnd	n.	奥克兰（新西兰北岛西北岸港口城市）	0	0		
4112		auditory	'ɒ:ditәri	adj.	听的，听觉的	0	0		
4113		aunt	ɑːnt; (US) ænt	n.	伯母；舅母；婶；姑；姨	0	0		
4114		aurochs	'ɒ:rɒks	n.	原牛（古代欧洲野牛，已灭绝）	0	0		
4115		autobiography	.ɒ:tәubai'ɒgrәfi	n.	自传	0	0		
4116		await	ә'weit	vt.	等候；期待；将发生在	0	0		
4117		awful	ˈɔːfʊl	adj.	很坏的，极讨厌的	0	0		
4118		axe		n.	斧；斧子	0	0		
4119		axis	'æksis	n.	轴，轴线	0	0		
4120		B.C.			公元前	0	0		
4121		bachelor’s degree			学士学位	0	0		bachelor’s degree:0
4122		back to back			背靠背	0	0		back to back:0
4123		backache	ˈbækeɪk	n.	背痛	0	0		
4124		backbone	'bækbәun	n.	脊椎，脊柱	0	0		
4125		backward	ˈbækwəd	ad.	向后	0	0		
4126		backwards	'bækwәdz	adv.	倒；向后；逆	0	0		
4127		bacon	ˈbeɪkən	n.	咸猪肉；熏猪肉 	0	0		
4128		bacterium	bækˈtɪərɪəm	n.	(复bacteria) n. 细菌；bad (worse, worst	0	0		
4129		bad-tempered		adj.	脾气不好的；易怒的	0	0		bad-tempered:0
4130		badly off			穷的；缺少的	0	0		badly off:0
4131		badminton	ˈbædmɪntən	n.	羽毛球	0	0		
4132		baggage	ˈbæɡɪdʒ	n.	行李	0	0		
4133		bagpipes			(also. 风笛	0	0		
4134		Bahmad			巴姆德（姓）	0	0		
4135		bakery	ˈbeɪkərɪ	n.	面包店	0	0		
4136		balanced diet			平衡膳食	0	0		balanced diet:0
4137		balcony	ˈbælkənɪ	n.	阳台；楼座	0	0		
4138		bald	bɒ:ld	adj.	秃头的	0	0		
4139		baleen	bә'li:n	n.	鲸须	0	0		
4140		baleen whale			须鲸	0	0		baleen whale:0
4141		ballad	'bælәd	n.	情歌；歌谣；民谣	0	0		
4142		ballet	ˈbæleɪ	n.	芭蕾舞	0	0		
4143		balloon	bəˈluːn	n.	气球	0	0		
4144		ballpoint	ˈbɔːlpɔɪnt	n.	圆珠笔	0	0		
4145		bandage	ˈbændɪdʒ	n.	绷带	0	0		
4146		bang	bæŋ	int.	砰	0	0		
4147		banjo	'bændʒәu	n.	班卓琴（乐器）	0	0		
4148		bank account	bæŋk əˈkaʊnt	n.	银行账户	0	0		bank account:0
4149		Bank of Canton			无	0	0		bank of canton:0
4150		barbecue	ˈbɑːbɪkjuː	n.	烤肉野餐	0	0		
4151		barber	ˈbɑːbə(r)	n.	（为男人理发）理发师	0	0		
4152		barbershop	ˈbɑːbəʃɒp	n.	理发店	0	0		
4153		Barcelona	.bɑ:si'lәunә		巴塞罗那（西班牙东北部港口城市）	0	0		
4154		bare	beə(r)	adj.	裸露的，光秃秃的	0	0		
4155		barren	'bærәn	adj.	贫瘠的；不结果实的	0	0		
4156		Barry Minto			巴里•明托	0	0		barry minto:0
4157		batch	bætʃ	n./vt.	一批；一组； 分批处理	0	0		
4158		bathe	beɪð	vi.	洗澡；游泳	0	0		
4159		bathrobe	ˈbɑːθrəʊb	n.	浴衣	0	0		
4160		Battle of Hastings			na. 海斯汀斯战役	0	0		battle of hastings:0
4161		battleground	ˈbæt(ə)lɡraʊnd	n.	战场	0	0		
4162		BBQ		abbr.	野外烧烤（barbecue）；烧烤炉	0	0		
4163		BCE		abbr.	化学工程学士（Bachelor of Chemical Engineering ）；土木工程学士（Bachelor of Civil Engineering）；公元前（ before common era）	0	0		
4164		be about to do sth.			即将做某事	0	0		be about to do sth.:0
4165		be attracted to			被……所吸引；被吸引到；对……有吸引力的	0	0		be attracted to:0
4166		be back on one’s feet			(困境后)恢复；完全复原	0	0		be back on one’s feet:0
4167		be bound to			一定做……	0	0		be bound to:0
4168		be composed of			由……组成（或构成）的	0	0		be composed of:0
4169		be comprised of			包括；包含； 由……组成（或构成）	0	0		be comprised of:0
4170		be concerned about			关心；挂念	0	0		be concerned about:0
4171		be content with			对……满足	0	0		be content with:0
4172		be familiar with			熟悉；与……熟悉起来	0	0		be familiar with:0
4173		be famous for			以……而闻名	0	0		be famous for:0
4174		be fond of			喜爱；喜欢	0	0		be fond of:0
4175		be likely to			很可能……；有希望……	0	0		be likely to:0
4176		be made up of			由……组成（构成）	0	0		be made up of:0
4177		be modeled after			根据……模仿；仿造	0	0		be modeled after:0
4178		be occupied with			忙着做……；忙于某事物	0	0		be occupied with:0
4179		be opposed to			反对……	0	0		be opposed to:0
4180		be responsible for		v.	负责；担负	0	0		be responsible for:0
4181		be sentenced to			被判处……（徒刑）	0	0		be sentenced to:0
4182		be tired of			对……厌烦	0	0		be tired of:0
4183		be willing to do sth.			na. 乐意进行	0	0		be willing to do sth.:0
4184		be worthy of			值得	0	0		be worthy of:0
4185		bead	bi:d	n.	小珠子；滴	0	0		
4186		bean curd			na. 豆腐	0	0		bean curd:0
4187		bean curd (also tofu)		n.	(=tofu ) 豆腐	0	0		bean curd (also tofu):0
4188		beancurd	ˈbiːnkəːd	n.	豆腐	0	0		
4189		beast	biːst	n.	野兽；牲畜；beat (beat, beaten	0	0		
4190		beaten track			被踩出来的路；常规；惯例	0	0		beaten track:0
4191		bedclothes	ˈbedkləʊðz	n.	铺盖（被褥等	0	0		
4192		beddings	ˈbedɪŋ	n.	卧具，铺盖	0	0		
4193		beef	biːf	n.	牛肉	0	0		
4194		beetle	'bi:tl	n.	甲虫	0	0		
4195		before the Common Era			无	0	0		before the common era:0
4196		behalf	bɪˈhɑːf	n.	代表某人，为了某人	0	0		
4197		beheld	bi'held	v.	见到；观察（behold的过去式和过去分词）	0	0		
4198		behold	bi'hәuld	vt./vi./int.	看；注视；把...视为； 看； 瞧；看呀	0	0		
4199		believer	bi'li:vә	n.	信徒；教徒	0	0		
4200		belly	ˈbelɪ	n.	肚子	0	0		
4201		Bering	'beriŋ		白令海峡	0	0		
4202		Berlin	bә:'lin	n.	柏林（德国首都）	0	0		
4203		best-seller	ˌbestˈselə(r)	n.	畅销书	0	0		best-seller:0
4204		bestseller	ˌbestˈselə(r)	n.	畅销书	0	0		
4205		Betsy Trotwood			贝特西.特洛特伍德	0	0		betsy trotwood:0
4206		beware	bi'wєә	v.	小心，谨防	0	0		
4207		beyond question			无可争辩，毫无疑问	0	0		beyond question:0
4208		Bible	'baibl	n.	《圣经》	0	0		
4209		bid	bɪd	v. n.	/ n. 出价，投标，向（某人）道别	0	0		
4210		Big Bang			宇宙大爆炸；创世大爆炸	0	0		big bang:0
4211		billy goat			公山羊	0	0		billy goat:0
4212		billy-goat	'bɪli:ɡ'əʊt	n.	公山羊	0	0		billy-goat:0
4213		bind	baind	v.	缚，绑	0	0		
4214		bingo	ˈbɪŋɡəʊ	n.	宾戈游戏	0	0		
4215		binoculars	bi'nɒkjulәs	n.	[光] 双筒望远镜；[光] 双筒镜，[光] 双目镜	0	0		
4216		biochemistry	ˌbaɪəʊˈkemɪstrɪ	n.	生物化学	0	0		
4217		bird field guide			无	0	0		bird field guide:0
4218		birdcage	ˈbɜːdkeɪdʒ	n.	鸟笼	0	0		
4219		biscuit	ˈbɪskɪt	n.	饼干	0	0		
4220		bishop	ˈbɪʃəp	n.	主教	0	0		
4221		bison	'baisәn	n.	北美或欧洲野牛	0	0		
4222		bitter	ˈbɪtə(r)	adj.	有苦味的；痛苦的，难过的；严酷的	0	0		
4223		blackboard	ˈblækbɔːd	n.	黑板	0	0		
4224		blacken	'blækәn	v.	使变黑	0	0		
4225		bleeding	'bli:diŋ	n.	流血；失血	0	0		
4226		blister	'blistә	n.	（皮肤上因摩擦、烫伤等引起的） 水疱；（金属等表面的）气泡、水泡	0	0		
4227		block out			挡住（光线）	0	0		block out:0
4228		blog post			博客文章；博客帖子；部落格文章	0	0		blog post:0
4229		blogger		n.	写博客的人；博客使用者	0	0		
4230		blouse	blaʊz; u.S. blaʊs	n.	宽罩衫；（妇女、儿童穿的）短上衣	0	0		
4231		blow up			爆炸；使充气	0	0		blow up:0
4232		blow-hole		n.	（隧道的）通风口；（鲸鱼的）鼻孔	0	0		blow-hole:0
4233		blurred	'blә:rid. blә:d	v./adj.	玷污；使…模糊不清；使感觉迟钝（blur的过去式和过去分词）； 模糊不清的；被弄污的	0	0		
4234		boat-race	ˈbəʊtreɪs	n.	划船比赛	0	0		boat-race:0
4235		boatrace	bəʊtˈreɪs	n.	划船比赛	0	0		
4236		bodybuilding	ˈbɒdibɪldɪŋ	n.	健美	0	0		
4237		Bondi Beach		n.	【旅】邦迪海滩	0	0		bondi beach:0
4238		bonus	ˈbəʊnəs	n.	津贴，奖金，红利	0	0		
4239		bookmark	ˈbʊkmɑːk	n.	书签	0	0		
4240		bookshop	ˈbʊkʃɔp	n.	书店	0	0		
4241		boost	bu:st	vt./n.	使增长；使兴旺； 增长；提高；激励	0	0		
4242		booth	buːð	n.	岗；（为某种用途而设的）亭或小隔间	0	0		
4243		botanical	bəˈtænɪk(ə)l	adj.	植物学的	0	0		
4244		botanist	'bɒtәnist	n.	植物学家	0	0		
4245		botany	ˈbɔtənɪ	n.	植物； 植物学	0	0		
4246		bounce around			蹦蹦气垫屋；欢乐城堡；四处混	0	0		bounce around:0
4247		bound	baʊnd	adj. v. n.	被束缚的；被绑的；有义务的 v.& n. 跳跃	0	0		
4248		bow	bəʊ	v. n.	鞠躬，弯腰行礼	0	0		
4249		bowling	ˈbəʊlɪŋ	n.	保龄球	0	0		
4250		boxing	ˈbɔksɪŋ	n.	拳击（运动	0	0		
4251		Braille	breil	n./vt.	布莱叶（法国盲人教育家）；盲人用点字法； 用盲字印	0	0		
4252		brass	bræs.brɑ:s	n.	黄铜；黄铜制品；铜管乐器	0	0		
4253		bravery	ˈbreɪvərɪ	n.	勇气	0	0		
4254		break away		v.	逃脱；突然离开；突然离去；挣脱	0	0		break away:0
4255		break away from			挣脱（束缚）；脱离	0	0		break away from:0
4256		break away from sb.		v.	脱离；离开；断绝与…的关系	0	0		break away from sb.:0
4257		break away from sth.		v.	脱离；离开；断绝与…的关系	0	0		break away from sth.:0
4258		break up			打碎；分裂；解体	0	0		break up:0
4259		breakthrough	ˈbreɪkθruː	n.	重大进展，突破	0	0		
4260		breast	brest	n.	乳房，胸脯	0	0		
4261		breathless	ˈbreθlɪs	adj.	气喘吁吁的，上气不接下气的	0	0		
4262		brewery	ˈbruːərɪ	n.	啤酒厂（公司	0	0		
4263		bridegroom	ˈbraɪdɡruːm	n.	新郎	0	0		
4264		briefly	'brifli	adv.	简要地；短暂地	0	0		
4265		brimful	brim'fjl	adj.	盈满的；满到边际的	0	0		
4266		bring ... to life			na. 使苏醒	0	0		bring ... to life:0
4267		bring … to life			赋予……生命；使……鲜活起来	0	0		bring … to life:0
4268		bring back to life			使复生；使复活	0	0		bring back to life:0
4269		bronze	brɒnz	n./adj.	青铜；深红褐色； 青铜色的；深红褐色的	0	0		
4270		broom	bruːm	n.	扫帚	0	0		
4271		brotherhood	ˈbrʌðəhʊd	n.	兄弟般的关系	0	0		
4272		bruise	bru:z	n./v.	瘀伤；擦伤；瘀伤；擦伤	0	0		
4273		bubble	'bʌbl	n./vt./vi.	气泡，泡沫，泡状物；透明圆形罩，圆形顶； 使冒泡；滔滔不绝地说； 沸腾，冒泡；发出气泡声	0	0		
4274		bucket	ˈbʌkɪt	n.	铲斗；桶	0	0		
4275		Buckingham Palace			白金汉宫	0	0		buckingham palace:0
4276		Buddha	'budә	n.	佛	0	0		
4277		Buddhism	ˈbʊdɪz(ə)m	n.	佛教	0	0		
4278		buddhist	ˈbudist	n.	佛教徒	0	0		
4279		buffet	ˈbʊfeɪ; (US) bəˈfeɪ	n.	自助餐；build (built, built	0	0		
4280		Buford		n.	布福德（姓氏；男名）	0	0		
4281		Bulgaria	bʌl'^eәriә		保加利亚（国家名）	0	0		
4282		bull	bul	n.	公牛	0	0		
4283		bump	bʌmp	v.	碰撞；撞击	0	0		
4284		bun	bʌn	n.	馒头；小甜面包	0	0		
4285		bungalow	ˈbʌŋɡələʊ	n.	平房	0	0		
4286		bungee jumping		n.	【体】蹦极跳	0	0		bungee jumping:0
4287		Buñol			无	0	0		
4288		bureaucratic	bjuəˌrəuˈkrætik	adj.	官僚的	0	0		
4289		burglar	ˈbɜːɡlə(r)	n.	入室窃贼	0	0		
4290		Burgundy	'bә:gәndi		勃艮第	0	0		
4291		burial	ˈberɪəl	n.	埋葬；burn (--ed, --ed 或 burnt, burnt	0	0		
4292		Burma	'bә:mә	n.	缅甸	0	0		
4293		burn to the ground			全部焚毁	0	0		burn to the ground:0
4294		burst into laughter			突然笑起来；大声笑了出来	0	0		burst into laughter:0
4295		bury	ˈberɪ	vt.	埋；葬	0	0		
4296		Butchart Gardens			布查特花园	0	0		butchart gardens:0
4297		butcher	ˈbʊtʃə	n. vt.	肉店；屠夫 屠宰（动物）；残杀（人	0	0		
4298		butter	ˈbʌtə(r)	n.	黄油，奶油	0	0		
4299		butterfly	ˈbʌtəflaɪ	n.	蝴蝶	0	0		
4300		by coincidence			巧合地	0	0		by coincidence:0
4301		by contrast			相比之下	0	0		by contrast:0
4302		by means of…			用……办法；借助……	0	0		by means of…:0
4303		bye	baɪ	int.	再见	0	0		
4304		byproduct	'bai.prɒdækt	n.	副产品	0	0		
4305		cabbage	ˈkæbɪdʒ	n.	卷心菜，洋白菜	0	0		
4306		cabin	'kæbin	n.	小屋；船舱	0	0		
4307		cable	'keibl	n.	电缆；缆绳	0	0		
4308		cable car			缆车；（美）有轨缆车	0	0		cable car:0
4309		café		n.	无	0	0		
4310		cafeteria	kæfɪˈtɪərɪə	n.	自助餐厅	0	0		
4311		Cairo	'kaiәrәu	n.	开罗（埃及首都）	0	0		
4312		Caius			凯厄斯	0	0		
4313		Calgary	'kæl^әri	n.	卡尔加里（加拿大城市）	0	0		
4314		Californian	.kæli'fɒ:njәn		加利福尼亚（州）人	0	0		
4315		call up			给……打电话	0	0		call up:0
4316		calligraphy	kә'ligrәfi	n.	书法；笔迹	0	0		
4317		calm(…)down			（使）平静下来；（使）镇定下来	0	0		calm(…)down:0
4318		Cambodian	kæm'bәjdiәn	n.	柬埔寨人；柬埔寨语	0	0		
4319		Camelot Park			卡默洛特公园（位于英国）	0	0		camelot park:0
4320		Canberra	'kænbәrә		堪培拉（澳大利亚首都）	0	0		
4321		canteen	kænˈtiːn	n.	餐厅；食堂	0	0		
4322		Cantonese	.kæntә'ni:z	n./adj.	广东人；广东话； 广州的，广州人的	0	0		
4323		canvas	'kænvәs	n.	帆布；画布	0	0		
4324		capable	'keipәbl	adj.	能干的，能胜任的；有才华的	0	0		
4325		Cape Town			开普敦（南非立法首都）	0	0		cape town:0
4326		capsule	ˈkæpsjuːl; (US) ˈkæpsl	n.	（药）胶囊	0	0		
4327		Captain Bligh			布莱船长	0	0		captain bligh:0
4328		caption	ˈkæpʃ(ə)n	n.	（图片，漫画等的）说明文字	0	0		
4329		cardiac	'kɑ:diæk	n./adj.	强心剂；强胃剂； 心脏的；心脏病的；贲门的	0	0		
4330		cardiopulmonary resuscitation			un. 心肺复苏	0	0		cardiopulmonary resuscitation:0
4331		Carla	'kɑ:lә	abbr.	code actuated random load apparatus 代码驱动随机加载装置	0	0		
4332		carnival	'kɑ:nivәl	n.	狂欢节，嘉年华会；饮宴狂欢	0	0		
4333		carrot	ˈkærət	n.	胡萝卜	0	0		
4334		carry sb. through sth.			na. 完成(计划等)；坚持到底	0	0		carry sb. through sth.:0
4335		cassette	kəˈset	n.	磁带	0	0		
4336		cast	kɑːst; (US) kæst	v.	扔，抛，撒	0	0		
4337		cast down			沮丧；不愉快	0	0		cast down:0
4338		catastrophe	kəˈtæstrəfɪ	n.	灾难，灾祸，不幸事件；catch(caught,caught	0	0		
4339		catch fire			着火	0	0		catch fire:0
4340		catch sight of			看见；瞥见	0	0		catch sight of:0
4341		categorise	'kæti^әraiz	vt.	分类；加以类别	0	0		
4342		cater for sb			为某人提供，迎合某人的需要	0	0		cater for sb:0
4343		cater for sth			迎合，考虑到	0	0		cater for sth:0
4344		catfish	'kætfiʃ	n.	鲶鱼	0	0		
4345		cathedral	kəˈθiːdr(ə)l	n.	大教堂（天主教	0	0		
4346		CatherineⅡ			叶卡捷琳娜二世（俄国女皇）	0	0		
4347		catholic	ˈkæθəlɪk	adj.	天主教的	0	0		
4348		caution	ˈkɔːʃ(ə)n	n.	谨慎，小心，警告	0	0		
4349		CD-ROM	ˌsi:ˈdi: -rɔm,rəʊm		信息储存光盘(compact disk read-only memory的缩写)	0	0		cd-rom:0
4350		CE		abbr.	化学工程师（Chemical Engineer）；总工程师（Chief Engineer）；土木工程师（Civil Engineer）；英国国教（Church of England）；欧洲理事会（Council of Europe）	0	0		
4351		cease	si:s	vi./vt.	（使）停止；终止	0	0		
4352		cease to be			不再是	0	0		cease to be:0
4353		celestial	si'lestjәl	adj.	天上的	0	0		
4354		cellar	ˈselə(r)	n.	地窖；地下储藏室	0	0		
4355		Celsius	'selsiәs	adj.	(温度)摄氏的	0	0		
4356		cement	si'ment	n.	水泥	0	0		
4357		cemetery	'semitәri	n.	墓地；公墓	0	0		
4358		centigrade	ˈsentɪɡreɪd	adj.	摄氏的	0	0		
4359		centimetre	ˈsentiˌmiːtə(r)	n.	(美 centimeter) n. 公分，厘米	0	0		
4360		Central Park			中央公园（位于美国纽约）	0	0		central park:0
4361		ceramic	si'ræmik	n.	陶瓷制品；制陶艺术	0	0		
4362		certainty	'sә:tәnti	n.	确实	0	0		
4363		Ceylon	si'lɒn	n.	锡兰（印度以南一岛国，现以更名为斯里兰卡Srilanka）	0	0		
4364		chairwoman	ˈtʃɛəˌwumən	n.	女主席, 女会长；女议长	0	0		
4365		Challenger	'tʃælindʒә	n.	挑战者	0	0		
4366		Chandra Theeravit			无	0	0		chandra theeravit:0
4367		change one’s mind			改变主意	0	0		change one’s mind:0
4368		chant	tʃɑːnt	v. n.	/ n.反复呼喊	0	0		
4369		chaos	ˈkeɪɔs	n.	混乱，杂乱，紊乱	0	0		
4370		Charles Babbage			查尔斯•巴比奇（英国数学教授）	0	0		charles babbage:0
4371		Charles Keeling			查尔斯•基林	0	0		charles keeling:0
4372		Charlie Chaplin			查理•卓别林（英国喜剧大师）	0	0		charlie chaplin:0
4373		Charlotte Bronte			夏洛蒂.勃朗特	0	0		charlotte bronte:0
4374		charm	tʃɑ:m	n./vt./vi.	魅力，吸引力；魔力； 使陶醉；行魔法； 有魔力；用符咒	0	0		
4375		charming	'tʃɑ:miŋ	adj.	迷人的；有魅力的	0	0		
4376		chart	tʃɑːt	n.	图表；航海图	0	0		
4377		check out			na. 开支票(提款)；(旅馆)付账后离开；及格；〔美俚〕死	0	0		check out:0
4378		cheek	tʃiːk	n.	面颊，脸蛋	0	0		
4379		cheekbone	'tʃi:kbәun	n.	颧骨	0	0		
4380		cheer up	tʃɪə(r)-ʌp	v.	振作起来！提起精神！	0	0		cheer up:0
4381		cheers	tʃɪə(r)	int.	干杯，(口)谢谢，再见	0	0		
4382		cheque	tʃek	n.	(美check) n. 支票	0	0		
4383		chewing gum			口香糖	0	0		chewing gum:0
4384		Chiang Mai		n.	【旅】清迈	0	0		chiang mai:0
4385		chilli	'tʃili	n.	红辣椒	0	0		
4386		chilli (NAmE chili)		n.	辣椒	0	0		chilli (name chili):0
4387		chimney	ˈtʃɪmnɪ	n.	烟囱，烟筒	0	0		
4388		chin	tʃin	n.	下巴	0	0		
4389		China Welfare Institute			中国福利基金会	0	0		china welfare institute:0
4390		chips	tʃɪp	n.	(pl.)炸土豆条（片	0	0		
4391		chiwen			无	0	0		
4392		choir	ˈkwaɪə(r)	n.	合唱团，教堂的唱诗班	0	0		
4393		cholera	'kɒlәrә	n.	霍乱	0	0		
4394		choral	'kɒ:rәl	adj.	唱诗班的；合唱队的	0	0		
4395		chorus	ˈkɔːrəs	n.	合唱曲，歌咏队	0	0		
4396		Christian	ˈkrɪstɪən	n.	基督教徒和天主教徒的总称	0	0		
4397		Christianity	.kristʃi'æniti	n.	基督教	0	0		
4398		christmas card	ˈkrɪsməs kɑːd	n.	圣诞卡	0	0		christmas card:0
