rank	no	word	ph	pos	def	freq	years	yearList	topForms
2802	1890	meanwhile	ˈmiːnwaɪl; (US) ˈmɪnhwaɪl	adv.	同时	1	1	2012	meanwhile:1
2803	1905	mend	mend	v.	修理，修补	1	1	2022	mend:1
2804	1923	microscope	ˈmaɪkrəskəʊp	n.	显微镜	1	0		microscopes:1
2805	1933	millionaire	mɪljəˈneə(r)	n.	百万富翁	1	1	2016	millionaires:1
2806	1948	mist	mɪst	n.	雾；mistake (mistook, mistaken	1	1	2020	mists:1
2807	1989	muddy	ˈmʌdɪ	adj.	泥泞的	1	0		muddied:1
2808	1991	murder	ˈmɜːdə(r)	vt.	谋杀	1	1	2016	murders:1
2809	2018	necklace	ˈneklɪs	n.	项链	1	1	2012	necklace:1
2810	2022	negotiate	nɪˈɡəʊʃɪeɪt	v.	谈判，协商；neighbour (美neighbor	1	1	2010	negotiating:1
2811	2038	nineteen	naɪnˈtiːn	num.	十九	1	1	2019	nineteen:1
2812	2068	nowadays	ˈnaʊədeɪz	adv.	当今，现在	1	1	2008	nowadays:1
2813	2070	nuclear	ˈnjuːklɪə(r)	adj.	原子核的，原子能的，核动力的	1	0		nuclear:1
2814	2071	numb	nʌm	adj.	麻木的，失去知觉的，迟钝的	1	0		numb:1
2815	2074	nursery	ˈnɜːsərɪ	n.	托儿所	1	1	2016	nursery:1
2816	2122	optional	ˈɔpʃən(ə)l	adj.	可选择的，选修的	1	0		optional:1
2817	2126	orbit	ˈɔːbɪt	n.	（天体等的）运行轨道	1	1	2020	orbit:1
2818	2129	organ	ˈɔːɡən	n.	（人，动物）器官；organise(美organize	1	0		organs:1
2819	2186	parcel	ˈpɑːs(ə)l	n.	包裹	1	1	2008	parcels:1
2820	2205	patent	ˈpeɪt(ə)nt; (US) ˈpætnt	n.	专利权，专利证书	1	0		patents:1
2821	2260	pig	paɪ	n.	猪	1	1	2018	pigs:1
2822	2265	pin	pɪn	n. v.	别针 v. 别住, 钉住	1	1	2015	pin:1
2823	2286	playmate	ˈpleɪmeɪt	n.	玩伴	1	0		playmates:1
2824	2304	polish	ˈpɔlɪsɪ	v. n.	擦亮 n.擦光剂,亮光剂	1	0		polish:1
2825	2331	postcard	ˈpəʊstkɑːd	n.	明信片	1	0		postcard:1
2826	2333	poster	ˈpəʊstə(r)	n.	(贴在公共场所的大型)招贴；广告(画	1	1	2011	poster:1
2827	2341	powder	ˈpaʊdə(r)	n.	粉，粉末	1	0		powder:1
2828	2372	primary	ˈpraɪmərɪ	adj.	初等的；初级的	1	1	2019	primary:1
2829	2373	primary school	ˈpraɪmərɪ skuːl	n.	小学	1	0		primary school:1
2830	2384	probable	ˈprɔbəb(ə)l	adj.	很可能,很有希望的	1	0		probable:1
2831	2421	punish	ˈpʌnɪʃ	v.	惩罚，处罚	1	1	2008	punish:1
2832	2422	punishment	ˈpʌnɪʃmənt	n.	惩罚	1	1	2012	punishment:1
2833	2441	questionnaire	kwestʃəˈneə(r)	n.	调查表，问卷	1	1	2021	questionnaire:1
2834	2456	rag	ræɡ	n.	破布，抹布	1	0		ragged:1
2835	2489	receiver	rɪˈsiːvə(r)	n.	电话听筒	1	1	2015	receiver:1
2836	2498	recorder	rɪˈkɔːdə(r)	n.	录音机	1	1	2014	recorder:1
2837	2504	redirect	riːdaɪˈrekt	vt.	使改变，使转移	1	1	2008	redirect:1
2838	2517	regards	rɪˈɡɑːd	n.	问候，致意	1	0		regards:1
2839	2559	resemble	rɪˈzemb(ə)l	v.	（不用进行时）像，看起来像	1	1	2012	resembles:1
2840	2587	ridiculous	rɪˈdɪkjʊləs	adj.	荒谬的，愚蠢的；ride (rode, ridden	1	0		ridiculous:1
2841	2626	Russia	ˈrʌʃə	n.	* n. 俄罗斯，俄国	1	1	2010	russia:1
2842	2638	salary	ˈsælərɪ	n.	薪金，薪水	1	0		salaries:1
2843	2644	salty	ˈsɔːltɪ	adj.	盐的，咸的，含盐的	1	1	2010	salty:1
2844	2661	scare	skeə(r)	v.	使害怕，使恐惧	1	1	2014	scare:1
2845	2662	scarf	skɑːf	n.	领巾，围巾	1	1	2009	scarf:1
2846	2697	secretary	ˈsekrətərɪ	n.	秘书；书记	1	0		secretary:1
2847	2727	seventh	ˈsevənθ	num.	第七	1	1	2011	seventh:1
2848	2735	shallow	ˈʃæləʊ	adj.	浅的,不深的,肤浅的	1	0		shallow:1
2849	2773	sickness	ˈsɪknɪs	n.	疾病	1	1	2014	sickness:1
2850	2795	singer	sɪŋ	n.	歌唱家，歌手	1	1	2012	singer:1
2851	2867	soldier	ˈsəʊldʒə(r)	n.	士兵，战士	1	1	2015	soldier:1
2852	2868	solid	ˈsɔlɪd	adj. n.	结实的,固体的 n.固体	1	1	2013	solid:1
2853	2909	splendid	ˈsplendɪd	adj.	灿烂的，辉煌的；（口语）极好的	1	1	2020	splendid:1
2854	2968	stove	stəʊv	n.	（供烹饪用的 ）火炉，煤炉，电炉	1	1	2020	stove:1
2855	3029	supper	ˈsʌpə(r)	n.	晚餐，晚饭	1	1	2018	supper:1
2856	3047	sweat	swet	n.	汗，汗水	1	0		sweat:1
2857	3050	swift	swɪft	adj.	快的，迅速的	1	0		swift:1
2858	3069	tailor	ˈteɪlə(r)	n.	裁缝；take (took, taken	1	0		tailored:1
2859	3092	tease	tiːz	v.	取笑，戏弄，寻开心	1	0		teasing:1
2860	3185	toast	təʊst	v. n.	/ n. 烤	1	0		toaster:1
2861	3190	Tokyo	ˈtəʊkjəʊ	n.	东京	1	1	2008	tokyo:1
2862	3196	tongue	tʌŋ	n.	舌，舌头	1	1	2009	tongue:1
2863	3233	translator	trænsˈleitə	n.	翻译家，译者	1	0		translator:1
2864	3280	umbrella	ʌmˈbrelə	n.	雨伞；U.N./ UN(缩) = the United Nations	1	1	2008	umbrellas:1
2865	3300	unfortunate	ʌnˈfəʊld	adj.	不幸的	1	0		unfortunate:1
2866	3304	uniform	ˈjuːnɪfɔːm	n.	制服	1	1	2019	uniform:1
2867	3331	urban	ˈɜːbən	adj.	城市的，都市的	1	1	2015	urban:1
2868	3333	urgent	ˈɜːdʒənt	adj.	紧急的，紧迫的；U.S.A./USA(缩) = the United States of America	1	1	2014	urgent:1
2869	3337	useless	ˈjuːslɪs	adj.	无用的	1	1	2020	useless:1
2870	3361	via	ˈvaɪə	prep.	经过（某地），通过	1	1	2010	via:1
2871	3364	victory	ˈvɪktərɪ	n.	胜利	1	1	2016	victory:1
2872	3370	villager	ˈvilidʒə	n.	村民	1	1	2020	villagers:1
2873	3373	violence	ˈvaɪələns	n.	暴力行为	1	1	2016	violence:1
2874	3375	violin	vaɪəˈlɪn	n.	小提琴	1	1	2011	violin:1
2875	3378	virus	ˈvaɪərəs	n.	病毒	1	0		virus:1
2876	3384	vivid	ˈvɪvɪd	adj.	生动，逼真的，鲜明的	1	0		vivid:1
2877	3407	ward	wɔːd	n.	保卫,看护,病房,收容所	1	1	2013	wards:1
2878	3637	warm-hearted	ˌwɔːmˈhɑːtɪd	adj.	热心的	1	0		warm-hearted:1
2879	3433	weed	wiːd	n.	杂草，野草	1	0		weeding:1
2880	3442	welfare	ˈwelfeə(r)	n.	幸福，福利	1	0		welfare:1
2881	3447	westwards	ˈwestwədz	adv.	向西	1	1	2016	westwards:1
2882	3471	widespread	ˈwaɪdspred	adj.	分布广的,普遍的	1	0		widespread:1
2883	3522	worthy	wɜːθˈwaɪl	adj.	值得的	1	1	2014	worthy:1
2884	3527	wrinkle	ˈrɪŋk(ə)l	n.	皱纹	1	0		wrinkles:1
2885	3528	wrist	rɪst	n.	手腕，腕关节	1	1	2008	wrist:1
2886	3546	yourselves	jɔːˈselvz	pron.	你们自己	1	1	2019	yourselves:1
2887	3551	zip	zɪp	v. n.	拉开(或扣上)……的拉链；拉链；zip code(美) =postcode	1	1	2010	zip:1
2888	3556	a (an)	ə; eɪ, æn	art.	一（个，件……）	0	0		a (an):0
2889	4	abnormal	æbˈnɔːm(ə)l	adj.	反常的，变态的	0	0		
2890	5	aboard	əˈbɔːd	prep.	上（船，飞机，火车，汽车等	0	0		
2891	6	abolish	əˈbɔlɪʃ	v.	废除，废止	0	0		
2892	7	abortion	əˈbɔːʃ(ə)n	n.	人工流产，堕胎	0	0		
2893	11	abrupt	əˈbrʌpt	adj.	突然的，意外的，粗鲁	0	0		
2894	17	absurd	əbˈsɜːd	adj.	荒谬的，怪诞不经的	0	0		
2895	19	abuse	əˈbjuːz	v.	（酗酒）滥用,虐待,恶语	0	0		
2896	36	accuse	əˈkjuːz	v.	指责，控告	0	0		
2897	41	acid	ˈæsɪd	adj.	酸的	0	0		
2898	43	acquaintance	əˈkweɪntəns	n.	熟人，（与某人）认识	0	0		
2899	3557	acute	ˈækjuːt	adj.	十分严重的；（病）急性的	0	0		
2900	59	addicted	əˈdɪktɪd	adj.	上瘾，成瘾，入迷	0	0		
2901	62	adequate	ˈædɪkwət	adj.	合适的，合乎需要的	0	0		
2902	83	aeroplane	ˈeərəpleɪn	n.	(英)飞机	0	0		
2903	108	aids	eɪdz	n.	艾滋病	0	0		
2904	113	airmail	ˈeəmeɪl	n.	航空邮件	0	0		
2905	116	airspace	ˈeəspeɪs	n.	领空,（某国的）空域	0	0		
2906	121	algebra	ˈældʒɪbrə	n.	代数	0	0		
2907	126	alley	ˈælɪ	n.	小巷，胡同	0	0		
2908	142	aluminium	æljʊˈmɪnɪəm	n.	（化）铝	0	0		
2909	145	amateur	ˈæmətə(r)	adj.	业余爱好的	0	0		
2910	157	amusement	əˈmjuːzmənt	n.	娱乐	0	0		
2911	164	anecdote	ˈænɪkdəʊt	n.	逸事，趣闻	0	0		
2912	198	appendix	əˈpendɪks	n.	附录，阑尾	0	0		
2913	200	applaud	əˈplɔːd	v. n.	/ n. 鼓掌,赞许,赞赏	0	0		
2914	213	apron	ˈeɪprən	n.	（机场的）停机坪	0	0		
2915	214	arbitrary	ˈɑːbɪtrərɪ; (US) ˈɑːrbɪtrerɪ	adj.	随心所欲的，独裁的，专断的	0	0		
2916	215	arch	ɑːtʃ	n.	拱，拱门	0	0		
2917	228	armchair	ɑːmˈtʃeə(r)	n.	扶手椅	0	0		
2918	233	arrest	əˈrest	v.	逮捕，拘留	0	0		
2919	236	arrow	ˈærəʊ	n.	箭；箭头	0	0		
2920	242	ash	æʃ	n.	灰； 灰末	0	0		
2921	261	astronomer	əˈstrɔnəmə(r)	n.	天文学家	0	0		
2922	262	astronomy	əˈstrɔnəmɪ	n.	天文学	0	0		
2923	266	athletics	æθˈletɪks	n.	田径	0	0		
2924	276	attentively	əˈtentivli	adv.	注意地	0	0		
2925	288	aunt	ɑːnt; (US) ænt	n.	伯母；舅母；婶；姑；姨	0	0		
2926	300	awful	ˈɔːfʊl	adj.	很坏的，极讨厌的	0	0		
2927	305	backache	ˈbækeɪk	n.	背痛	0	0		
2928	307	bacon	ˈbeɪkən	n.	咸猪肉；熏猪肉 	0	0		
2929	308	bacterium	bækˈtɪərɪəm	n.	(复bacteria) n. 细菌；bad (worse, worst	0	0		
2930	310	badminton	ˈbædmɪntən	n.	羽毛球	0	0		
2931	312	baggage	ˈbæɡɪdʒ	n.	行李	0	0		
2932	314	bakery	ˈbeɪkərɪ	n.	面包店	0	0		
2933	316	balcony	ˈbælkənɪ	n.	阳台；楼座	0	0		
2934	318	ballet	ˈbæleɪ	n.	芭蕾舞	0	0		
2935	319	balloon	bəˈluːn	n.	气球	0	0		
2936	3563	ballpoint	ˈbɔːlpɔɪnt	n.	圆珠笔	0	0		
2937	324	bandage	ˈbændɪdʒ	n.	绷带	0	0		
2938	325	bang	bæŋ	int.	砰	0	0		
2939	327	bank account	bæŋk əˈkaʊnt	n.	银行账户	0	0		bank account:0
2940	329	barbecue	ˈbɑːbɪkjuː	n.	烤肉野餐	0	0		
2941	330	barber	ˈbɑːbə(r)	n.	（为男人理发）理发师	0	0		
2942	331	barbershop	ˈbɑːbəʃɒp	n.	理发店	0	0		
2943	332	bare	beə(r)	adj.	裸露的，光秃秃的	0	0		
2944	346	bathe	beɪð	vi.	洗澡；游泳	0	0		
2945	347	bathrobe	ˈbɑːθrəʊb	n.	浴衣	0	0		
2946	352	battleground	ˈbæt(ə)lɡraʊnd	n.	战场	0	0		
2947	359	beancurd	ˈbiːnkəːd	n.	豆腐	0	0		
2948	362	beast	biːst	n.	野兽；牲畜；beat (beat, beaten	0	0		
2949	367	bedclothes	ˈbedkləʊðz	n.	铺盖（被褥等	0	0		
2950	368	beddings	ˈbedɪŋ	n.	卧具，铺盖	0	0		
2951	371	beef	biːf	n.	牛肉	0	0		
2952	377	behalf	bɪˈhɑːf	n.	代表某人，为了某人	0	0		
2953	386	belly	ˈbelɪ	n.	肚子	0	0		
2954	3564	best-seller	ˌbestˈselə(r)	n.	畅销书	0	0		best-seller:0
2955	401	bid	bɪd	v. n.	/ n. 出价，投标，向（某人）道别	0	0		
2956	405	bingo	ˈbɪŋɡəʊ	n.	宾戈游戏	0	0		
2957	406	biochemistry	ˌbaɪəʊˈkemɪstrɪ	n.	生物化学	0	0		
2958	410	birdcage	ˈbɜːdkeɪdʒ	n.	鸟笼	0	0		
2959	414	biscuit	ˈbɪskɪt	n.	饼干	0	0		
2960	415	bishop	ˈbɪʃəp	n.	主教	0	0		
2961	417	bitter	ˈbɪtə(r)	adj.	有苦味的；痛苦的，难过的；严酷的	0	0		
2962	419	blackboard	ˈblækbɔːd	n.	黑板	0	0		
2963	428	blouse	blaʊz; u.S. blaʊs	n.	宽罩衫；（妇女、儿童穿的）短上衣	0	0		
2964	3567	boat-race	ˈbəʊtreɪs	n.	划船比赛	0	0		boat-race:0
2965	438	bonus	ˈbəʊnəs	n.	津贴，奖金，红利	0	0		
2966	441	bookmark	ˈbʊkmɑːk	n.	书签	0	0		
2967	443	bookshop	ˈbʊkʃɔp	n.	书店	0	0		
2968	447	booth	buːð	n.	岗；（为某种用途而设的）亭或小隔间	0	0		
2969	455	botanical	bəˈtænɪk(ə)l	adj.	植物学的	0	0		
2970	456	botany	ˈbɔtənɪ	n.	植物； 植物学	0	0		
2971	461	bound	baʊnd	adj. v. n.	被束缚的；被绑的；有义务的 v.& n. 跳跃	0	0		
2972	463	bow	bəʊ	v. n.	鞠躬，弯腰行礼	0	0		
2973	465	bowling	ˈbəʊlɪŋ	n.	保龄球	0	0		
2974	467	boxing	ˈbɔksɪŋ	n.	拳击（运动	0	0		
2975	475	bravery	ˈbreɪvərɪ	n.	勇气	0	0		
2976	479	breakthrough	ˈbreɪkθruː	n.	重大进展，突破	0	0		
2977	480	breast	brest	n.	乳房，胸脯	0	0		
2978	483	breathless	ˈbreθlɪs	adj.	气喘吁吁的，上气不接下气的	0	0		
2979	484	brewery	ˈbruːərɪ	n.	啤酒厂（公司	0	0		
2980	487	bridegroom	ˈbraɪdɡruːm	n.	新郎	0	0		
2981	498	broom	bruːm	n.	扫帚	0	0		
2982	500	brotherhood	ˈbrʌðəhʊd	n.	兄弟般的关系	0	0		
2983	504	bucket	ˈbʌkɪt	n.	铲斗；桶	0	0		
2984	505	buddhism	ˈbʊdɪz(ə)m	n.	佛教	0	0		
2985	506	buddhist	ˈbudist	n.	佛教徒	0	0		
2986	508	buffet	ˈbʊfeɪ; (US) bəˈfeɪ	n.	自助餐；build (built, built	0	0		
2987	510	bun	bʌn	n.	馒头；小甜面包	0	0		
2988	512	bungalow	ˈbʌŋɡələʊ	n.	平房	0	0		
2989	514	bureaucratic	bjuəˌrəuˈkrætik	adj.	官僚的	0	0		
2990	515	burglar	ˈbɜːɡlə(r)	n.	入室窃贼	0	0		
2991	516	burial	ˈberɪəl	n.	埋葬；burn (--ed, --ed 或 burnt, burnt	0	0		
2992	518	bury	ˈberɪ	vt.	埋；葬	0	0		
2993	525	butcher	ˈbʊtʃə	n. vt.	肉店；屠夫 屠宰（动物）；残杀（人	0	0		
2994	526	butter	ˈbʌtə(r)	n.	黄油，奶油	0	0		
2995	527	butterfly	ˈbʌtəflaɪ	n.	蝴蝶	0	0		
2996	530	bye	baɪ	int.	再见	0	0		
2997	532	cabbage	ˈkæbɪdʒ	n.	卷心菜，洋白菜	0	0		
2998	533	cafeteria	kæfɪˈtɪərɪə	n.	自助餐厅	0	0		
2999	551	canteen	kænˈtiːn	n.	餐厅；食堂	0	0		
3000	554	capsule	ˈkæpsjuːl; (US) ˈkæpsl	n.	（药）胶囊	0	0		
3001	556	caption	ˈkæpʃ(ə)n	n.	（图片，漫画等的）说明文字	0	0		
3002	567	carrot	ˈkærət	n.	胡萝卜	0	0		
3003	3569	cassette	kəˈset	n.	磁带	0	0		
3004	577	catastrophe	kəˈtæstrəfɪ	n.	灾难，灾祸，不幸事件；catch(caught,caught	0	0		
3005	581	cathedral	kəˈθiːdr(ə)l	n.	大教堂（天主教	0	0		
3006	580	catholic	ˈkæθəlɪk	adj.	天主教的	0	0		
3007	584	caution	ˈkɔːʃ(ə)n	n.	谨慎，小心，警告	0	0		
3008	592	cellar	ˈselə(r)	n.	地窖；地下储藏室	0	0		
3009	594	centigrade	ˈsentɪɡreɪd	adj.	摄氏的	0	0		
3010	595	centimetre	ˈsentiˌmiːtə(r)	n.	(美 centimeter) n. 公分，厘米	0	0		
3011	613	chant	tʃɑːnt	v. n.	/ n.反复呼喊	0	0		
3012	614	chaos	ˈkeɪɔs	n.	混乱，杂乱，紊乱	0	0		
3013	619	chart	tʃɑːt	n.	图表；航海图	0	0		
3014	624	cheek	tʃiːk	n.	面颊，脸蛋	0	0		
3015	626	cheer up	tʃɪə(r)-ʌp	v.	振作起来！提起精神！	0	0		cheer up:0
3016	628	cheers	tʃɪə(r)	int.	干杯，(口)谢谢，再见	0	0		
3017	634	cheque	tʃek	n.	(美check) n. 支票	0	0		
3018	642	chimney	ˈtʃɪmnɪ	n.	烟囱，烟筒	0	0		
3019	645	chips	tʃɪp	n.	(pl.)炸土豆条（片	0	0		
3020	648	choir	ˈkwaɪə(r)	n.	合唱团，教堂的唱诗班	0	0		
3021	651	chorus	ˈkɔːrəs	n.	合唱曲，歌咏队	0	0		
3022	652	Christian	ˈkrɪstɪən	n.	基督教徒和天主教徒的总称	0	0		
3023	654	christmas card	ˈkrɪsməs kɑːd	n.	圣诞卡	0	0		christmas card:0
3024	655	christmas tree	ˈkrɪsməs triː	n.	圣诞树	0	0		christmas tree:0
3025	657	cigar	sɪˈɡɑː(r)	n.	雪茄烟	0	0		
3026	661	circuit	ˈsɜːkɪt	n.	环形路线，巡回赛	0	0		
3027	662	circulate	ˈsɜːkjʊleɪt	v.	（液体或气体）环流，循环	0	0		
3028	668	civilian	sɪˈvɪlɪən	n.	平民，老百姓	0	0		
3029	669	civilization	sɪvɪlaɪˈzeɪʃ(ə)n; (US) sɪvəlɪˈzeɪʃən	n.	文明	0	0		
3030	670	clap	klæp	vi.	拍手；鼓掌	0	0		
3031	679	clay	kleɪ	n.	黏土，陶土	0	0		
3032	684	clerk	klɑːk; (US) klərk	n.	书记员；办事员；职员	0	0		
3033	693	cloth	klɔθ; (US) klɔθ	n.	布	0	0		
3034	699	clumsy	ˈklʌmzɪ	adj.	笨拙的，不灵巧的	0	0		
3035	704	cock	kɔk	n.	公鸡	0	0		
3036	3572	cold-blooded	ˌkəʊldˈblʌdɪd	adj.	（动物）冷血的	0	0		cold-blooded:0
3037	716	collision	kəˈlɪʒ(ə)n	n.	碰撞事故；colour (美color	0	0		
3038	722	comma	ˈkɔmə	n.	逗号	0	0		
3039	723	command	kəˈmɑːnd; (US) kəˈmænd	n. v.	命令	0	0		
3040	725	commit	kəˈmɪt	v.	犯（罪，错），自杀	0	0		
3041	731	communism	ˈkɔmjʊnɪz(ə)m	n.	共产主义	0	0		
3042	732	communist	ˈkɔmjuːnɪst	n. adj.	共产主义者 a. 共产党的；共产主义的	0	0		
3043	736	compass	ˈkʌmpəs	n.	罗盘，指南针	0	0		
3044	746	comprehension	kɔmprɪˈhenʃ(ə)n	n.	理解	0	0		
3045	750	computer game	kəmˈpjuːtə(r) ɡeɪm	n.	电子游戏	0	0		computer game:0
3046	751	comrade	ˈkɔmrɪd; (US) ˈkɑmræd	n.	同志	0	0		
3047	760	condemn	kənˈdem	v.	谴责，指责，宣判	0	0		
3048	773	conscience	ˈkɔnʃəns	n.	良心，良知，内疚	0	0		
3049	774	consensus	kənˈsensəs	n.	一致的意见，共识	0	0		
3050	784	constitution	kɔnstɪˈtjuːʃ(ə)n; (US) kɔnstəˈtuːʃən	n.	宪法，章程，身体素质	0	0		
3051	788	consultant	kənˈsʌltənt	n.	顾问	0	0		
3052	797	contradictory	ˌkɔntrəˈdiktəri	adj.	相互矛盾,对立的	0	0		
3053	810	cooker	ˈkʊkə(r)	n.	炊具(锅、炉灶、烤炉等	0	0		
3054	814	coral	ˈkɔr(ə)l; (US) ˈkɔːrəl	n.	珊瑚；珊瑚虫	0	0		
3055	815	cordless	ˈkɔːdlɪs	adj.	无线的	0	0		
3056	820	correction	kəˈrekʃ(ə)n	n.	改正	0	0		
3057	821	correspond	kɔrɪˈspɔnd; (US) kɔːrəˈspɔnd	vi.	一致；与……相当；(与人)通信，有书信往来	0	0		
3058	822	corrupt	kəˈrʌpt	adj. v.	/ v. 贪污的，腐败的，使腐化，堕落；cost (cost, cost	0	0		
3059	823	cosy	ˈkəuzi	adj.	暖和舒适的,亲密无间的	0	0		
3060	835	courtyard	ˈkɔːtjɑːd	n.	庭院，院子	0	0		
3061	839	cowboy	ˈkaʊbɔɪ	n.	（美国）牛仔;牧场骑士	0	0		
3062	841	crayon	ˈkreɪən	n.	蜡笔；蜡笔画	0	0		
3063	853	crossroads	ˈkrɔsrəʊd	n.	交叉路口	0	0		
3064	858	cube	kjuːb	n.	立方体	0	0		
3065	859	cubic	ˈkjuːbɪk	adj.	立方体的，立方形的	0	0		
3066	860	cuisine	kwɪˈziːn	n.	饭菜，佳肴	0	0		
3067	863	cupboard	ˈkʌbəd	n.	碗柜；橱柜	0	0		
3068	867	curriculum	kəˈrɪkjʊləm	n.	（学校的）全部课程	0	0		
3069	885	dash	dæʃ	v. n.	快跑，冲刺，短跑	0	0		
3070	887	database	ˈdeɪtbeɪs	n.	资料库，数据库	0	0		
3071	915	defend	dɪˈfend	vt.	防守；保卫	0	0		
3072	918	delete	dɪˈliːt	v.	删去	0	0		
3073	926	dentist	ˈdentɪst	n.	牙科医生 ；department(缩Dept.	0	0		
3074	927	departure	dɪˈpɑːtʃə(r)	n.	离开，启程	0	0		
3075	942	detective	dɪˈtektɪv	n.	侦探	0	0		
3076	949	diagram	ˈdaɪəɡræm	n.	图表，图样	0	0		
3077	950	dial	ˈdaɪ(ə)l	vt.	拨（电话号码）；dialogue (美 dialog	0	0		
3078	953	dictation	dɪkˈteɪʃ(ə)n	n.	听写	0	0		
3079	964	dignity	ˈdɪɡnɪtɪ	n.	庄重，庄严，尊严。尊贵，高尚	0	0		
3080	965	dilemma	daɪˈlemə	n.	（进退两难的）窘境，困境	0	0		
3081	971	dip	dɪp	vt.	浸，蘸；把…放入又取出	0	0		
3082	976	directory	dɪˈrektərɪ	n.	姓名地址录	0	0		
3083	996	disgusting	dɪsˈɡʌstɪŋ	adj.	极糟的，令人不快的，令人厌恶的	0	0		
3084	3577	disk	dɪsk	n.	磁盘；唱片	0	0		
3085	1013	divorce	dɪˈvɔːs	v.	离婚	0	0		
3086	1014	dizzy	ˈdɪzɪ	adj.	头眩目晕的；do (did, done) donˈt=do not	0	0		
3087	1021	dormitory	ˈdɔːmɪtərɪ; (US) ˈdɔːrmɪtɔːrɪ	n.	学生宿舍（缩写式dorm	0	0		
3088	1022	dot	dɔt	n.	点，小点，圆点	0	0		
3089	1026	download	ˈdaunləud	n. v.	下载	0	0		
3090	1027	downstairs	ˈdaʊnsteəz	adv.	在楼下；到楼下	0	0		
3091	1029	downward	ˈdaʊnwəd	adv.	向下	0	0		
3092	1031	draft	drɑːft; (US) dræft	n. v.	/ v. 草稿，草案，起草，草拟	0	0		
3093	1032	drag	dræɡ	v.	拖；拽；draw (drew, drawn	0	0		
3094	1041	drown	draʊn	vi.	溺死；淹没	0	0		
3095	1043	drum	drʌm	n.	鼓	0	0		
3096	1049	dumpling	ˈdʌmplɪŋ	n.	饺子	0	0		
3097	1051	dusk	dʌsk	n.	黄昏	0	0		
3098	1053	dustbin	ˈdʌstbɪn	n.	垃圾箱	0	0		
3099	1056	dvd	ˌdiːviːˈdiː	n.	数码影碟(digital versatile disk	0	0		
3100	1061	eagle	ˈiːɡ(ə)l	n.	鹰	0	0		
3101	1066	earthquake	ˈɜːθkweɪk	n.	地震	0	0		
3102	1067	ease	iːz	v.	减轻；缓解（难度或严重程度	0	0		
3103	1076	edition	ɪˈdɪʃ(ə)n	n.	（发行物的）版，版（本	0	0		
3104	1084	eggplant	ˈeɡplɑːnt	n.	茄子	0	0		
3105	1088	eighth	eɪtθ	num.	第八	0	0		
3106	1089	eighty	ˈeɪtɪ	num.	八十	0	0		
3107	1092	elect	ɪˈlekt	vt.	（投票）选举	0	0		
3108	1102	embassy	ˈembəsɪ	n.	大使馆	0	0		
3109	1114	energetic	enəˈdʒetɪk	adj.	精力旺盛的	0	0		
3110	1120	enlarge	ɪnˈlɑːdʒ	vt.	扩大	0	0		
3111	1122	enquiry	ɪnˈkwaɪərɪ	n.	询问	0	0		
3112	1134	equality	iːˈkwɔlətɪ	n.	平等	0	0		
3113	1137	eraser	ɪˈreɪzə(r)	n.	橡皮擦；黑板擦	0	0		
3114	1139	erupt	ɪˈrʌpt	v.	（火山）爆发，喷发	0	0		
3115	1183	explicit	ɪkˈsplɪsɪt	adj.	清楚明白,易于理解的	0	0		
3116	1185	exploit	eksplɒit	vt.	开采.开发.利用.剥削	0	0		
3117	1187	explorer	ɪkˈsplɔːrə(r)	n.	探险者	0	0		
3118	1199	eyewitness	ˈaɪwɪtnɪs	n.	目击证人；f (缩) =female (或 =foot,feet	0	0		
3119	1201	facial	ˈfeɪʃ(ə)l	adj.	面部用的	0	0		
3120	1209	fairness	ˈfɛənis	n.	公平；公正	0	0		
3121	1215	family name	ˈfæməli neɪm	n.	姓氏	0	0		family name:0
3122	1230	favour	ˈfeivə	n.	(美favor) n. 恩惠；好意；帮助	0	0		
3123	1232	fax	fæks	n.	传真	0	0		
3124	1245	fever	ˈfiːvə(r)	n.	发烧；发热	0	0		
3125	1247	fibre	ˈfaibə	n.	(美fiber) n. 纤维质	0	0		
3126	1250	fierce	ˈfɪəs	adj.	猛烈的	0	0		
3127	1255	fighter	ˈfaɪtə(r)	v.	战士；斗士	0	0		
3128	1265	fingernail	ˈfɪŋɡəneɪl	n.	指甲	0	0		
3129	1268	firefighter	ˈfaɪəfaɪtə(r)	n.	消防人员	0	0		
3130	1269	fireplace	ˈfaɪəpleɪs	n.	壁炉	0	0		
3131	1279	fitting room	ˈfɪtɪŋ-rʊm	n.	试衣间	0	0		fitting room:0
3132	1284	flaming	ˈfleɪmɪŋ	adj.	火红的；火焰般的	0	0		
3133	1286	flashlight	flæʃ	n.	手电	0	0		
3134	1288	flee	fliː	v.	(fled, fled) v. 逃走；逃跑	0	0		
3135	1300	fluent	ˈfluːənt	adj.	（外语）流利的，流畅	0	0		
3136	1303	fog	fɔɡ	n.	雾	0	0		
3137	1304	foggy	ˈfɔɡɪ	adj.	多雾的	0	0		
3138	1312	foolish	ˈfuːlɪʃ	adj.	愚蠢的，傻的；foot (复 feet	0	0		
3139	1318	forehead	ˈfɔrɪd; (US) ˈfɔːrɪd	n.	前额	0	0		
3140	1325	forgetful	fəˈɡetfʊl	adj.	健忘的，不留心的	0	0		
3141	1329	format	ˈfɔːmæt	n.	安排，计划，设计	0	0		
3142	1331	fortnight	ˈfɔːtnaɪt	n.	十四日，两星期	0	0		
