rank	no	word	ph	pos	def	freq	years	yearList	topForms
2256		consult	kənˈsʌlt	v.	咨询，商量	4	2	2020/2021	consult:2 consulted:2
2257		continent	ˈkɔntɪnənt	n.	大陆，大洲；陆地	4	3	2016/2020/2022	continent:2 continents:2
2258		cookie	ˈkʊkɪ	n.	小甜饼	4	2	2018/2021	cookies:4
2259		cottage	ˈkɔtɪdʒ	n.	(郊外)小屋,村舍,别墅	4	1	2020	cottage:4
2260		courage	ˈkʌrɪdʒ	n.	勇气； 胆略	4	2	2014/2021	courage:4
2261		cushion	ˈkʊʃ(ə)n	n.	垫子	4	2	2011/2018	cushions:2 cushion:2
2262		custom	ˈkʌstəm	n.	习惯，习俗，风俗习惯	4	2	2013/2015	custom:4
2263		customs	ˈkʌstəm	n.	海关，关税；cut (cut, cut	4	2	2009/2020	customs:4
2264		deadline	ˈdedlaɪn	n.	最后期限，截止日期	4	1	2019	deadlines:2 deadline:2
2265		decoration	dekəˈreɪʃ(ə)n	n.	装饰，修饰	4	2	2018/2020	decorations:3 decoration:1
2266		deposit	dɪˈpɔzɪt	v. n.	/ n. 订金，押金，放下，放置，储存	4	1	2017	deposit:2 deposits:2
2267		disagreement	dɪsəˈɡriːmənt	n.	意见不一致；相违；争论	4	3	2015/2021/2022	disagreements:2 disagreement:2
2268		disappointment	dɪsəˈpɔɪntmənt	n.	失望；沮丧	4	2	2010/2021	disappointment:4
2269		discrimination	dɪskrɪmɪˈneɪʃ(ə)n	n.	歧视	4	2	2016/2021	discrimination:4
2270		dish	dɪʃ	n.	盘，碟；盘装菜；盘形物	4	3	2015/2020/2021	dishes:2 dish:2
2271		downtown	ˈdaʊntaʊn	adv. n. adj.	往或在城市的商业区（或中心区、闹市区） n. 城市的商业区，中心区，闹市区 a.城市的商业区的，中心区的，闹市区的	4	2	2016/2019	downtown:4
2272		editor	ˈedɪtə(r)	n.	编辑	4	2	2020/2022	editor:4
2273		elder	ˈeldə(r)	n.	长者；前辈	4	2	2016/2017	elder:2 elders:2
2274		ending	ˈendɪŋ	n.	结局；结尾，最后	4	2	2017/2022	ending:4
2275		enjoyable	ɪnˈdʒɔɪəb(ə)l	adj.	愉快的；有趣的	4	2	2019/2022	enjoyable:4
2276		equip	ɪˈkwɪp	vt.	提供设备；装备；配备	4	2	2013/2018	equipped:4
2277		error	ˈerə(r)	n.	错误；差错	4	2	2019/2022	error:4
2278		everyday	ˈevrɪbɔdɪ	adj.	每日的；日常的	4	2	2012/2020	everyday:4
2279		extension	ɪkˈstenʃ(ə)n	n.	扩大，延伸	4	1	2019	extension:4
2280		fairly	ˈfeəlɪ	adv.	公正地，正当地；相当（程度）地	4	3	2008/2011/2014	fairly:4
2281		federal	ˈfedər(ə)l	adj.	l a.中央的（政府）联邦的	4	1	2017	federal:4
2282		ferry	ˈferɪ	n.	渡船	4	1	2022	ferries:4
2283		fireworks		n.	焰火	4	1	2018	fireworks:4
2284		flour	ˈflaʊə(r)	n.	面粉，粉	4	2	2011/2018	flour:4
2285		flow	fləʊ	vi.	流动	4	2	2010/2016	flow:4
2286		forever	fəˈrevə(r)	adv.	永远；永恒的	4	2	2011/2018	forever:4
2287		fridge	frɪdʒ	n.	冰箱	4	2	2012/2016	fridge:3 fridges:1
2288		fundamental	fʌndəˈment(ə)l	adj.	十分重大的，根本的	4	2	2015/2018	fundamental:4
2289		German	ˈdʒɜːmən	adj. n.	德国的，德国人的，德语的 n. 德国人，德语	4	2	2010/2011	german:2 germans:2
2290		good-bye	ˌɡʊdˈbaɪ	int.	再见，再会	4	0		good-bye:4
2291		grocery		n.	食品, 杂货	4	1	2012	grocery:3 groceries:1
2292		guilty	ˈɡɪltɪ	adj.	有罪,犯法的,做错事的	4	1	2013	guilty:4
2293		happiness	ˈhæpɪnɪs	n.	幸福，愉快	4	2	2010/2015	happiness:4
2294		hatch	hætʃ	v.	（鸟、鸡）孵蛋	4	0		hatching:2 hatch:1 hatched:1
2295		helmet	ˈhelmɪt	n.	头盔	4	1	2018	helmet:4
2296		hero	ˈhɪərəʊ	n.	英雄，勇士，男主角	4	2	2011/2013	heroes:4
2297		hilly	ˈhɪlɪ	adj.	丘陵的； 多小山的	4	1	2018	hilly:2 hillier:2
2298		honest	ˈɔnɪst	adj.	诚实的，正直的	4	2	2016/2021	honest:4
2299		hopeful	ˈhəʊpfʊl	adj.	有希望的；有前途的	4	2	2018/2020	hopeful:4
2300		identification	aɪdentɪfɪˈkeɪʃ(ə)n	n.	鉴定，辨别	4	1	2016	identification:4
2301		import	ɪmˈpɔːt	v. n.	进口，输入	4	2	2015/2022	importing:2 import:2
2302		information desk	ɪnfəˈmeɪʃ(ə)n desk	n.	问讯处	4	0		information desk:4
2303		irrigation	ɪrɪˈɡeɪʃ(ə)n	n.	灌溉	4	1	2010	irrigation:4
2304		jet	dʒet	n.	喷气式飞机；喷射（器	4	1	2010	jet:4
2305		July	dʒʊˈlaɪ	n.	7月	4	2	2018/2020	july:4
2306		keeper	ˈkiːpə(r)	n.	（动物园中的）饲养员，看守人	4	2	2020/2022	keeper:4
2307		kick	kɪk	v. n.	踢	4	2	2016/2019	kicked:3 kick:1
2308		kindness	ˈkaɪndnɪs	n.	仁慈；善良	4	2	2014/2019	kindness:4
2309		labour	ˈleɪbə(r)	n.	劳动【英】	4	1	2017	labour:4
2310		lately	ˈleɪtlɪ	adv.	最近，不久前	4	2	2010/2020	lately:4
2311		liquid	ˈlɪkwɪd	n. adj.	液体；液体的	4	2	2015/2017	liquid:4
2312		litre	liːtə(r)	n.	升； 公升【英】	4	1	2022	litre:2 litres:2
2313		load	ləʊd	n.	担子，货物	4	2	2020/2021	load:2 loads:2
2314		mad	mæd	adj.	发疯的；生气的	4	2	2010/2020	mad:4
2315		mainland	ˈmeɪnlənd	n.	大陆	4	2	2011/2022	mainland:4
2316		majority	məˈdʒɔrɪtɪ	n.	大多数 ；make (made,made	4	2	2011/2016	majority:4
2317		mathematics	ˌmæθəˈmætɪks	n.	数学	4	2	2013/2020	mathematics:4
2318		medium	ˈmiːdɪəm	n.	媒体,中间的,中等的；meet (met, met	4	1	2018	medium:4
2319		memorize	ˈmeməraɪz	v.	记忆	4	1	2019	memorizing:2 memorize:2
2320		minimum	ˈmɪnɪməm	adj.	最小的	4	2	2016/2018	minimum:4
2321		mouse		n.	鼠, 耗子; 鼠标	4	1	2022	mice:4
2322		northeast	ˌnɔːθˈiːst	n.	东北（部	4	2	2010/2015	northeast:4
2323		operator	ˈɔpəreɪtə(r)	n.	接线员	4	2	2012/2022	operator:2 operators:2
2324		otherwise	ˈʌðəwaɪz	adv.	要不然,否则,另样	4	2	2018/2020	otherwise:4
2325		ownership	ˈəʊnəʃɪp	n.	所有制；ox (复oxen	4	2	2010/2022	ownership:4
2326		package	ˈpækɪdʒ	n.	（尤指包装好或密封的容器）一包，一袋，一盒	4	1	2008	package:3 packaged:1
2327		pancake	ˈpænkeɪk	n.	薄煎饼	4	1	2014	pancakes:4
2328		parking	ˈpɑːkɪŋ	n.	停车	4	2	2010/2016	parking:4
2329		parrot	ˈpærət	n.	鹦鹉	4	1	2022	parrot:2 parrots:2
2330		participate	pɑːˈtɪsɪpeɪt	v.	参加，参与	4	2	2016/2019	participate:4
2331		peaceful	ˈpiːsfʊl	adj.	和平的，安宁的	4	2	2018/2020	peaceful:4
2332		pepper	ˈpepə(r)	n.	胡椒粉	4	2	2013/2022	pepper:4
2333		perfume	ˈpɜːfjuːm	n.	香水	4	1	2017	perfumes:4
2334		piano	pɪˈænəʊ	n.	钢琴	4	1	2016	piano:4
2335		plain	pleɪn	adj.	家常的； 普通的	4	2	2011/2019	plain:4
2336		politics	ˈpɔlɪtɪks	n.	政治	4	1	2019	politics:4
2337		premier	ˈpremɪə(r); (US) priːˈmɪər	n.	首相，总理	4	2	2011/2022	premieres:2 premier:2
2338		presentation	prezənˈteɪʃ(ə)n; (US) priːzenˈteʃn	n.	演示，演出	4	2	2013/2018	presentation:4
2339		purple	ˈpɜːp(ə)l	n. adj.	/ a. 紫色	4	2	2012/2016	purple:4
2340		quarrel	ˈkwɔrəl; (US) ˈkwɔːrəl	vi.	争吵，吵架	4	2	2010/2020	quarrels:2 quarrel:2
2341		rainfall	ˈreɪnfɔːl	n.	一场雨； 降雨量	4	1	2010	rainfall:4
2342		random	ˈrændəm	adj.	随意,未经事先考虑的	4	2	2018/2022	random:4
2343		rate	reɪt	n. v.	/ v. 率，评估，评价	4	1	2019	rate:4
2344		refresh	rɪˈfreʃ	v.	使恢复精力，提醒	4	2	2019/2021	refreshing:2 refreshes:2
2345		refrigerator	rɪˈfrɪdʒəreɪtə(r)	n.	冰箱	4	2	2016/2017	refrigerator:4
2346		rent	rent	n. v.	租金	4	3	2010/2017/2020	rent:4
2347		repairs	rɪˈpeə(r)	n.	修理工作	4	1	2011	repairs:4
2348		republic	rɪˈpʌblɪk	n.	共和国	4	2	2011/2018	republic:4
2349		reputation	repjʊˈteɪʃ(ə)n	n.	名声，名誉	4	2	2019/2020	reputation:4
2350		revolution	revəˈluːʃ(ə)n	n.	革命，变革	4	2	2017/2019	revolution:4
2351		robot	ˈrəʊbɔt	n.	机器人	4	1	2014	robot:3 robots:1
2352		routine	ruːˈtiːn	n.	常规,正常顺序,无聊	4	3	2014/2016/2021	routine:3 routines:1
2353		rubber	ˈrʌbə(r)	n.	橡胶； 合成橡胶	4	2	2010/2018	rubber:4
2354		Russian	ˈrʌʃ(ə)n	adj. n.	俄国人的，俄语的 n. 俄国人，俄语	4	1	2016	russian:2 russians:2
2355		sacred	ˈseɪkrɪd	adj.	害怕，恐惧，担心	4	1	2020	sacred:4
2356		sand	sænd	n.	沙，沙子	4	1	2010	sands:2 sand:2
2357		seagull	ˈsiːɡʌl	n.	海鸥	4	1	2021	seagulls:4
2358		seal	siːl	n.	海豹	4	2	2012/2018	sealed:2 seals:1 seal:1
2359		self	self	n.	自己，自我，自身	4	2	2013/2014	self:4
2360		Shanghai	ʃæŋˈhaɪ	n.	上海	4	3	2010/2015/2020	shanghai:4
2361		shelter	ˈʃeltə(r)	n.	掩蔽；隐蔽处	4	1	2016	shelters:2 sheltered:2
2362		shower	ˈʃaʊə(r)	n.	阵雨；淋浴；shrink (shrank, shrunk / shrunk, shrunken	4	2	2011/2017	shower:4
2363		sir	sɜː(r)	n.	先生；阁下	4	2	2016/2022	sir:4
2364		sixty	ˈsɪkstɪ	num.	六十	4	2	2019/2022	sixty:4
2365		sleepy	sliːp	adj.	想睡的,困倦的,瞌睡的	4	2	2015/2020	sleepy:4
2366		sparrow	ˈspærəʊ	n.	麻雀，雀型鸟类；speak (spoke, spoken	4	1	2015	sparrow:4
2367		squeeze	skwiːz	n.	挤压，捏，塞	4	2	2018/2022	squeeze:2 squeezing:2
2368		stable	ˈsteɪb(ə)l	adj.	稳固的，牢固的	4	2	2019/2020	stable:4
2369		stare	steə(r)	vi.	盯，凝视	4	1	2020	stare:4
2370		strawberry	ˈstrɔːbərɪ; (US) -berɪ	n.	草莓	4	2	2015/2018	strawberries:4
2371		suite	swiːt	n.	套间；组曲	4	1	2010	suite:4
2372		sunrise	ˈsʌnraɪs	n.	黎明，拂晓	4	2	2020/2022	sunrises:2 sunrise:2
2373		supermarket	ˈsuːpəmɑːkɪt	n.	超级市场	4	2	2015/2016	supermarkets:2 supermarket:2
2374		surgeon	ˈsɜːdʒ(ə)n	n.	外科医生	4	1	2013	surgeon:4
2375		surround	səˈraʊnd	vt.	围绕；包围	4	3	2016/2018/2020	surrounded:3 surround:1
2376		swing	swɪŋ	vt. n.	挥舞，摆动 n. 秋千	4	1	2020	swing:2 swinging:2
2377		sympathy	ˈsɪmpəθɪ	n.	同情	4	3	2009/2012/2018	sympathy:4
2378		symphony	ˈsɪmfənɪ	n.	交响乐	4	1	2016	symphony:4
2379		T-shirt	ˌtiːˈʃɜːt	n.	T恤衫	4	0		t-shirt:4
2380		temple	ˈtemp(ə)l	n.	庙宇，寺院	4	1	2020	temples:4
2381		till	tɪl	conj. prep.	直到,直到…为止	4	1	2010	till:4
2382		trainer	treɪˈnə(r)	n.	训练人；教练	4	1	2011	trainer:4
2383		tutor	ˈtjuːtə(r)	n.	家庭教师，私人教师，导师；TV(缩) = television	4	1	2015	tutor:2 tutors:2
2384		twelve	twelv	num.	十二	4	1	2019	twelve:4
2385		ugly	ˈʌɡlɪ	adj.	丑陋的；难看的；U.K./ UK(缩) = United Kingdom	4	2	2009/2011	ugly:4
2386		uncertain	ˈsɜːt(ə)n	adj.	不确定的	4	2	2017/2020	uncertain:4
2387		unconscious	ʌnˈkɔnʃəs	adj.	昏迷,不省人事的	4	1	2018	unconscious:4
2388		undo	ʌnˈduː	v.	解开，松开	4	1	2014	undoing:4
2389		unfair	ʌnˈfeə(r)	adj.	不公平的，不公正的	4	2	2014/2021	unfair:4
2390		upper	ˈʌpə(r)	adj.	较高的，较上的	4	2	2008/2011	upper:4
2391		weekly	ˈwiːklɪ	adj.	每周的	4	2	2017/2018	weekly:4
2392		whisper	ˈwɪspə(r)	v.	低语，私下说	4	2	2013/2019	whispering:2 whispered:1 whispers:1
2393		wipe	waɪp	v.	擦；擦净；擦干	4	1	2019	wipes:2 wiping:1 wiped:1
2394		wooden	ˈwʊd(ə)n	adj.	木制的	4	2	2010/2016	wooden:4
2395		world-famous	ˌwɜːldˈfeɪməs	adj.	世界闻名的	4	0		world-famous:4
2396		worm	wɜːm	n.	软体虫,蠕虫(尤指蚯蚓	4	1	2010	worm:4
2397		zero	ˈzɪərəʊ	n. num.	零,零度,零点	4	1	2019	zero:4
2398		absolute	ˈæbsəluːt	adj.	完全，全部，绝对的	3	1	2018	absolute:3
2399		ache	eɪk	vi. n.	痛，疼痛	3	2	2012/2013	ache:2 aches:1
2400		acknowledge	əkˈnɔlɪdʒ	v.	承认	3	1	2019	acknowledging:2 acknowledged:1
2401		acre	ˈeɪkə(r)	n.	英亩	3	2	2016/2020	acres:2 acre:1
2402		adolescence	ædəʊˈlesns	n.	青春，青春期	3	2	2014/2019	adolescence:3
2403		album	ˈælbəm	n.	相册，影集，集邮簿	3	2	2014/2017	albums:3
2404		allowance	əˈlaʊəns	n.	津贴，补助	3	1	2020	allowance:3
2405		aloud	əˈlaʊd	adv.	大声地	3	2	2011/2018	aloud:3
2406		alternative	ɔːlˈtɜːnətɪv	adj.	可供替代,非传统的	3	2	2016/2022	alternatives:2 alternative:1
2407		altogether	ɔːltəˈɡeðə(r)	adv.	总共	3	2	2015/2017	altogether:3
2408		ambition	æmˈbɪʃ(ə)n	n.	目标,野心,雄心,抱负	3	1	2014	ambition:2 ambitions:1
2409		ambulance	ˈæmbjʊləns	n.	救护车	3	2	2018/2020	ambulance:2 ambulances:1
2410		analysis	əˈnæləsɪs	n.	分析，分析结果	3	1	2018	analysis:3
2411		angle	ˈæŋɡ(ə)l	n.	角度	3	2	2015/2020	angle:3
2412		anybody	ˈenɪbɔdɪ	pron.	任何人，无论谁	3	1	2013	anybody:3
2413		army	ˈɑːmɪ	n.	军队	3	1	2011	armies:3
2414		assessment	əˈsesmənt	n.	看法，评价	3	1	2017	assessments:2 assessment:1
2415		assumption	əˈsʌmpʃ(ə)n	n.	假定，假设	3	1	2022	assumptions:2 assumption:1
2416		avenue	ˈævənjuːˈævənuː	n.	大道	3	2	2014/2022	avenue:3
2417		basin	ˈbeɪs(ə)n	n.	水盆，脸盆	3	1	2020	basin:2 basins:1
2418		battery	ˈbætərɪ	n.	电池	3	1	2014	batteries:2 battery:1
2419		behaviour	bɪˈheɪvjə(r)	n.	行为，举止	3	2	2009/2018	behaviours:2 behaviour:1
2420		bend		v.	弯曲；使弯曲	3	1	2021	bend:3
2421		bent	bent	adj.	弯的	3	1	2012	bent:3
2422		bite	baɪt	v.	咬；叮（bit, bitten）	3	1	2017	bitten:2 bite:1
2423		bless	bles	vt.	保佑，降福	3	2	2010/2018	blessing:3
2424		boil	bɔɪl	v.	沸腾；烧开；煮……	3	1	2013	boil:3
2425		bother		v.	烦扰, 打扰, 费心	3	2	2018/2020	bother:2 bothered:1
2426		bottom	ˈbɔtəm	n.	底部；底	3	1	2020	bottom:3
2427		brake	breɪk	n. vi.	闸 vi. 刹车	3	1	2016	brake:2 brakes:1
2428		broadcast	ˈbrɔːdkɑːst	n.	广播节目；broadcast（broadcast, broadcast或--ed,--ed	3	2	2016/2022	broadcasts:3
2429		brochure	brəʊˈʃə(r); (US) brəʊˈʃʊər	n.	资料（或广告）手册	3	2	2014/2018	brochure:3
2430		cash	kæʃ	n. v.	现金，现钞 v. 兑现	3	1	2015	cash:3
2431		cave	keɪv	n.	洞，穴；地窖	3	2	2010/2020	cave:3
2432		ceiling	ˈsiːlɪŋ	n.	天花板，顶棚	3	2	2010/2018	ceilings:2 ceiling:1
2433		champion	ˈtʃæmpɪən	n.	冠军，优胜者	3	1	2016	champions:2 champion:1
2434		civil	ˈsɪv(ə)l	adj.	国内的；平民（非军人）的；民用的	3	2	2015/2016	civil:3
2435		cleaner	kliːnə(r)	n.	清洁工.,清洁器.,清洁剂	3	2	2011/2021	cleaner:3
2436		click	klɪk	v.	点击（计算机用语	3	2	2014/2015	clicked:2 click:1
2437		coal	kəʊl	n.	煤；煤块	3	1	2011	coal:3
2438		coat	kəʊt	n. vt.	外套；涂层；表皮；皮毛 vt. 给……穿外套；涂上	3	2	2008/2020	coats:3
2439		committee	kəˈmɪtɪ	n.	委员会	3	0		committee:3
2440		conclude	kənˈkluːd	v.	完成，结束	3	3	2010/2014/2016	conclude:1 concluded:1 concluding:1
2441		conference	ˈkɔnfərəns	n.	(正式的)会议；讨论	3	2	2009/2020	conference:2 conferences:1
2442		congratulation	kənɡrætjʊˈleɪʃ(ə)n	n.	祝贺，庆贺	3	2	2011/2018	congratulations:3
2443		convey	kənˈveɪ	v.	表达，传递（思想，感情等	3	1	2021	convey:2 conveyed:1
2444		counter	ˈkaʊntə(r)	n.	柜台，结账处	3	1	2019	counter:3
2445		crossing	ˈkrɔsɪŋ	n.	十字路口，人行横道	3	1	2016	crossing:3
2446		dam	dæm	n.	水坝，堰堤	3	1	2010	dams:3
2447		delicate	ˈdelɪkət	adj.	易损的，易碎的	3	1	2017	delicate:3
2448		desert	dɪˈzɜːt	n. vt.	沙漠 vt. 舍弃； 遗弃	3	2	2010/2019	desert:3
2449		disappoint	dɪsəˈpɔɪnt	vt.	使失望	3	2	2014/2022	disappointing:2 disappoint:1
2450		dismiss	dɪsˈmɪs	vt.	让……离开；遣散；解散；解雇	3	1	2018	dismissing:2 dismissed:1
2451		division	dɪˈvɪʒ(ə)n	n.	（算术用语）除	3	2	2011/2015	division:3
2452		drug	drʌɡ	n.	药，药物；毒品	3	1	2016	drug:2 drugs:1
2453		ecology	ɪˈkɔlədʒɪ	n.	生态，生态学	3	2	2010/2017	ecology:3
2454		existence	ɪɡˈzɪst(ə)ns	n.	存在；生存；存在物	3	1	2016	existence:3
2455		export	ɪkˈspɔːt	n. v.	/ v.出口，输出	3	1	2010	exported:2 export:1
2456		extraordinary	ɪkˈstrɔːdɪnərɪ; (US) -dənerɪ	adj.	离奇的；使人惊奇的	3	1	2011	extraordinary:3
2457		fancy	ˈfænsɪ	adj.	花式；装饰的；奇特的	3	2	2016/2019	fancy:3
2458		fasten	ˈfɑːs(ə)n; (US) fæsn	vt.	扎牢；扣住	3	2	2012/2017	fastened:3
2459		firmly	ˈfɜːmlɪ	adv.	牢牢地	3	2	2012/2020	firmly:3
2460		flame	fleɪm	n.	火焰，光辉	3	1	2016	flames:3
2461		forecast	ˈfɔːkɑːst; (US) ˈfɔrkæst	n. vt.	预告	3	2	2014/2019	forecasted:2 forecast:1
2462		foreigner	ˈfɔrənə(r)	n.	外国人	3	0		foreigners:2 foreigner:1
2463		forgive	fəˈɡɪv	vt.	(forgave, forgiven) vt. 原谅，宽恕	3	2	2014/2020	forgive:2 forgiving:1
2464		fourteen	ˈfɔːˈtiːn	num.	十四	3	2	2016/2017	fourteen:3
2465		fry	fraɪ	vt.	用油煎；用油炸	3	2	2020/2021	fry:2 frying:1
2466		gate	ɡeɪt	n.	大门	3	1	2021	gate:2 gates:1
2467		gentle	ˈdʒent(ə)l	adj.	温柔的，轻轻的	3	2	2020/2022	gentle:3
2468		gifted	ˈɡɪftɪd	adj.	有天赋的；有才华的	3	2	2012/2016	gifted:3
2469		grandma		n.	奶奶; 外婆	3	2	2016/2019	grandma:3
2470		gym	dʒɪm	n.	体操；体育馆；健身房	3	2	2008/2016	gyms:3
2471		honour	ˈɔnə	n. vt.	荣誉，光荣；尊敬，给予荣誉【英】	3	2	2016/2021	honour:3
2472		hopeless	ˈhəʊplɪs	adj.	没有希望,不可救药的	3	2	2010/2015	hopeless:3
2473		hug	hʌɡ	v.	拥抱	3	2	2010/2013	hug:3
2474		initial	ɪˈnɪʃ(ə)l	adj.	开始的，最初的	3	2	2014/2020	initial:3
2475		invention	ɪnˈvenʃ(ə)n	n.	发明，创造	3	1	2019	invention:3
2476		Japanese	dʒæpəˈniːz	adj. n.	日本的，日本人的，日语的 n. 日本人，日语	3	2	2010/2011	japanese:3
2477		kingdom	ˈkɪŋdəm	n.	王国	3	2	2011/2016	kingdom:3
2478		license	ˈlaɪsəns	n.	执照，许可证	3	2	2010/2014	licenses:2 license:1
2479		lively	ˈlaɪvlɪ	adj.	活泼的;充满生气的	3	2	2010/2016	lively:3
2480		loudly	laʊdlɪ	adv.	大声地	3	2	2011/2019	loudly:3
2481		magic	ˈmædʒɪk	adj.	有魔力的	3	2	2012/2013	magic:3
2482		man-made	ˌmænˈmeɪd	adj.	人造的，人工的	3	0		man-made:3
2483		mankind	mænˈkaɪnd	n.	人类;（总称）人	3	2	2015/2022	mankind:3
2484		meat	miːt	n.	（猪、牛、羊等的）肉	3	2	2016/2018	meat:3
2485		modem	ˈməʊdem	n.	调制解调器	3	2	2018/2019	modem:3
2486		mountainous	ˈmaʊntɪnəs	adj.	多山的	3	1	2021	mountainous:3
2487		mud	mʌd	n.	泥, 泥浆	3	1	2022	mud:3
2488		narrow	ˈnærəʊ	adj.	狭窄的	3	1	2011	narrow:3
2489		neat	niːt	adj.	整洁的；灵巧的	3	1	2017	neat:3
2490		net	net	n.	网	3	2	2014/2019	nets:2 net:1
2491		noisy	ˈnɔɪzɪ	adj.	喧闹的，嘈杂的	3	2	2014/2017	noisier:2 noisy:1
2492		nowhere	ˈnəʊweə(r); (US) ˈnəʊhweər	adv.	任何地方都不,无处	3	1	2018	nowhere:3
2493		nylon	ˈnaɪlɔn	n.	尼龙	3	1	2012	nylon:3
2494		obey	əʊˈbeɪ	v.	服从，顺从，听从	3	2	2008/2012	obey:2 obeys:1
2495		optimistic	ɔptɪˈmɪstɪk	adj.	乐观的	3	2	2014/2015	optimistic:3
2496		ours	ˈaʊəz	pron.	我们的	3	1	2017	ours:3
2497		overlook	əʊvəˈlʊk	v.	忽略,不予理会	3	2	2016/2019	overlook:2 overlooked:1
2498		pale	peɪl	adj.	苍白的，灰白的	3	2	2013/2016	pale:3
2499		pan	pæn	n.	平底锅	3	2	2010/2020	pan:2 pans:1
2500		percentage	pəˈsentədʒ	n.	百分率	3	1	2017	percentage:3
2501		personally	ˈpɜːsənəlɪ	adv.	就自己而言	3	1	2020	personally:3
2502		pink	piŋk	adj.	粉红色的	3	2	2012/2015	pink:3
2503		plus	plʌs	prep.	加，加上；p.m./pm, P.M. /PM	3	2	2015/2016	plus:3
2504		possibly	ˈpɒsəbli	adv.	可能地，也许	3	2	2010/2014	possibly:3
2505		pray	preɪ	v.	祈祷；祈求	3	1	2020	prayed:3
2506		precious	ˈpreʃəs	adj.	宝贵的, 珍贵的	3	2	2011/2022	precious:3
2507		prejudice	ˈpredʒʊdɪs	n.	偏见，成见	3	2	2011/2022	prejudice:3
2508		pronounce	prəˈnaʊns	vt.	发音	3	2	2009/2014	pronounce:3
2509		rainbow	ˈreɪnbəʊ	n.	虹，彩虹	3	1	2012	rainbow:3
2510		ripe	raɪp	adj.	成熟的，熟的	3	1	2018	ripe:3
2511		roundabout	ˈraʊndəbaʊt	adj. n.	绕道的，不直接的；转盘路	3	2	2016/2019	roundabout:3
2512		ruler	ˈruːlə(r)	n.	统治者；直尺；run (ran, run	3	2	2010/2011	rulers:2 ruler:1
2513		sail	seɪl	n. v.	航行 v. 航行，开航	3	2	2011/2018	sailed:2 sail:1
2514		sailing	ˈseɪlɪŋ	n.	航海	3	2	2011/2022	sailing:3
2515		seaside	ˈsiːsaɪd	n.	海滨	3	2	2008/2021	seaside:3
2516		seventeen	sevənˈtiːn	num.	十七	3	1	2011	seventeen:3
2517		severe	sɪˈvɪə(r)	adj.	极为恶劣,十分严重的；sew (sewed, sewn 或sewed	3	1	2022	severe:3
2518		shut	ʃʌt	v. n.	/；关上，封闭；禁闭；	3	2	2009/2022	shut:3
2519		silver	ˈsɪlvə(r)	n.	银	3	1	2016	silver:3
2520		simplify	ˈsɪmplɪfaɪ	v.	使简化，使简易	3	1	2018	simplified:3
2521		skilled	skiː	adj.	熟练的；有技能的	3	2	2015/2016	skilled:3
2522		slide	slaɪd	n. v.	幻灯片,滑道 v.滑行,滑动	3	1	2020	sliding:3
2523		slim	slɪm	adj.	苗条的，纤细的	3	1	2016	slim:3
2524		smog	smaɪl	n.	烟雾(= smoke + fog	3	2	2015/2019	smog:3
2525		smoking	ˈsməʊkɪŋ	n.	吸烟,抽烟;冒烟	3	2	2008/2019	smoking:3
2526		sock	sɔk	n.	短袜	3	1	2011	sock:2 socks:1
2527		softball	ˈsɔftbɔːl	n.	垒球	3	0		softball:3
2528		somehow		adv.	不知何故	3	2	2009/2022	somehow:3
2529		southwest	sauθˈwest	n.	西南	3	2	2010/2015	southwest:3
2530		stamp	stæmp	n.	邮票	3	1	2014	stamp:2 stamping:1
2531		statue	ˈstætjuː	n.	法令，法规，章程	3	1	2013	statue:2 statues:1
2532		straightforward	streɪtˈfɔːwəd	adj. adv.	/ ad. 简单的，坦率的	3	2	2019/2020	straightforward:3
2533		stupid	ˈstjuːpɪd	adj.	愚蠢的，笨的	3	1	2011	stupid:3
2534		suffering	ˈsʌfərɪŋ	n.	痛苦，苦难	3	2	2013/2021	suffering:3
2535		surrounding	səˈraʊndɪŋ	adj.	周围的	3	2	2008/2011	surrounding:2 surroundings:1
2536		technical	ˈteknɪk(ə)l	adj.	技术的，工艺的	3	1	2010	technical:3
2537		telescope	ˈtelɪɡrɑːf; (US) -ɡræf	n.	望远镜	3	1	2019	telescopes:3
2538		terrify	ˈterɪfaɪ	vt.	使人感到恐怖	3	2	2013/2022	terrified:2 terrifying:1
2539		tick	tɪk	vt.	作记号	3	2	2008/2020	ticker:2 ticking:1
2540		tidy	ˈtɪkɪt	adj. vt.	整洁的，干净的 vt. 弄整洁，弄干净	3	2	2014/2021	tidying:2 tidied:1
2541		toilet	ˈtɔɪlɪt	n.	厕所	3	1	2019	toilets:2 toilet:1
2542		translation	trænsˈleɪʃ(ə)n	n.	翻译；译文	3	1	2017	translation:3
2543		trial	ˈtraɪəl	n.	审判；试验；试用	3	2	2012/2014	trials:3
2544		unbelievable	ʌnbɪˈliːvəb(ə)l	adj.	难以置信的	3	2	2012/2014	unbelievable:3
2545		unimportant	ʌnɪmˈpɔːt(e)nt	adj.	不重要的,无意义	3	2	2015/2018	unimportant:3
2546		universal	juːnɪˈvɜːs(ə)l	adj.	普遍的，全体的	3	1	2018	universal:3
2547		universe	ˈjuːnɪvɜːs	n.	宇宙	3	1	2012	universe:3
2548		upward	ˈʌpwəd	adv.	向上；往上	3	2	2010/2011	upwards:3
2549		valid	ˈvælɪd	adj.	有效的,合理的,有根据的	3	2	2013/2020	valid:3
